RuleSet	Average Value,	Connectedness	Chaos
3218	1.171	18.365000000000000	0.013
3219	36.403	44.368	0.0
3220	13.907	51.06700000000000	0.192
3221	32.314	47.516	0.006
3222	1.248	2.534	0.0
3223	1.133	3.5280000000000000	0.0
3224	1.274	6.641	0.0
3225	1.35	1.908	0.0
3226	1.459	0.8440000000000000	0.0
3227	1.485	2.933	0.0
3228	1.37	8.443000000000000	0.0
3229	1.299	11.940000000000000	0.0
3230	1.165	1.7200000000000000	0.0
3231	42.016	39.564	0.006
3232	22.765	44.718	0.282
3233	44.589	39.908	0.006
3234	0.954	24.801	0.045
3235	1.267	25.311	0.026
3236	1.306	34.478	0.013
3237	46.669	38.33200000000000	0.0
3238	13.594	52.172000000000000	0.595
3239	53.581	34.325	0.013
3240	0.87	-0.87	0.0
3241	1.139	-1.139	0.0
3242	0.96	-0.96	0.0
3243	1.216	-1.216	0.0
3244	0.992	-0.992	0.0
3245	1.094	-1.094	0.0
3246	1.024	-1.024	0.0
3247	0.864	-0.864	0.0
3248	1.062	-0.685	0.0
3249	1.53	-1.53	0.0
3250	1.395	-1.395	0.0
3251	1.619	-1.619	0.0
3252	1.683	-1.445	0.0
3253	1.747	-1.747	0.0
3254	1.722	-1.722	0.0
3255	1.35	-1.054	0.0
3256	1.357	-1.357	0.0
3257	1.44	-1.44	0.0
3258	1.21	-1.21	0.0
3259	1.152	-1.152	0.0
3260	1.184	-0.03499999999999990	0.0
3261	1.126	-1.126	0.0
3262	1.229	-1.229	0.0
3263	1.216	-1.216	0.0
3264	1.075	0.19000000000000000	0.0
3265	1.082	-1.082	0.0
3266	0.966	-0.966	0.0
3267	0.922	-0.922	0.0
3268	1.011	-1.011	0.0
3269	1.03	-1.03	0.0
3270	1.082	-1.082	0.0
3271	1.242	-1.242	0.0
3272	1.165	-1.165	0.0
3273	0.928	-0.928	0.0
3274	1.107	-1.107	0.0
3275	1.235	-1.235	0.0
3276	0.678	-0.678	0.0
3277	0.678	-0.678	0.0
3278	0.742	-0.742	0.0
3279	0.365	-0.365	0.0
3280	0.166	-0.166	0.0
3281	0.666	-0.666	0.0
3282	1.459	-1.459	0.0
3283	1.581	-1.581	0.0
3284	1.594	-1.594	0.0
3285	2.221	-2.221	0.0
3286	2.586	-2.586	0.0
3287	2.56	-2.56	0.0
3288	2.49	-2.49	0.0
3289	2.918	-2.918	0.0
3290	2.624	-2.624	0.0
3291	2.496	-2.496	0.0
3292	2.579	-2.579	0.0
3293	2.522	-2.522	0.0
3294	2.259	-2.259	0.0
3295	2.016	-2.016	0.0
3296	1.901	-1.901	0.0
3297	2.579	-2.579	0.0
3298	2.509	-2.509	0.0
3299	2.611	-2.611	0.0
3300	2.048	-2.048	0.0
3301	1.939	-1.939	0.0
3302	2.01	-2.01	0.0
3303	2.848	-2.848	0.0
3304	2.694	-2.694	0.0
3305	2.829	-2.829	0.0
3306	3.098	-3.098	0.0
3307	3.059	-3.059	0.0
3308	3.027	-3.027	0.0
3309	2.957	-2.957	0.0
3310	3.008	-3.008	0.0
3311	2.829	-2.829	0.0
3312	1.581	-1.581	0.0
3313	1.856	-1.856	0.0
3314	1.792	-1.792	0.0
3315	2.029	-2.029	0.0
3316	2.112	-2.112	0.0
3317	2.176	-2.176	0.0
3318	1.37	-1.37	0.0
3319	1.498	-1.498	0.0
3320	1.459	-1.459	0.0
3321	39.392	39.15	1.722
3322	19.776	45.762	1.466
3323	43.904	38.022	1.299
3324	1.261	4.703	0.006
3325	1.702	10.234	0.128
3326	1.587	8.09	0.192
3327	56.742	31.457	0.838
3328	36.48	32.95000000000000	3.085
3329	60.25	29.305000000000000	1.011
3330	2.291	1.8290000000000000	0.051
3331	2.17	2.107	0.058
3332	2.291	1.689	0.064
3333	2.458	2.49	0.026
3334	2.483	1.6730000000000000	0.038
3335	2.272	-0.6520000000000000	0.019
3336	2.406	0.7190000000000000	0.083
3337	2.15	2.538	0.045
3338	2.4	6.367000000000000	0.109
3339	79.795	11.813000000000000	0.602
3340	65.184	5.9140000000000000	2.048
3341	84.685	10.403000000000000	0.634
3342	4.307	41.83	2.374
3343	1.702	25.131	0.282
3344	2.368	37.294	1.037
3345	86.528	9.274000000000000	0.698
3346	56.947	16.845	13.517
3347	90.848	6.604000000000000	0.614
3348	2.893	-1.6760000000000000	0.102
3349	2.867	-0.8860000000000000	0.147
3350	2.899	-1.712	0.058
3351	3.053	-1.0350000000000000	0.134
3352	3.053	-1.2190000000000000	0.128
3353	3.014	-2.4300000000000000	0.064
3354	2.976	-2.277	0.083
3355	2.822	-1.518	0.058
3356	2.662	-1.911	0.038
3357	3.168	-1.4760000000000000	0.115
3358	3.117	-1.397	0.141
3359	3.117	-1.628	0.166
3360	3.418	-2.622	0.09
3361	3.322	-2.0460000000000000	0.083
3362	3.482	-1.2760000000000000	0.154
3363	3.232	0.18400000000000000	0.25
3364	3.162	-2.251	0.096
3365	3.117	-1.012	0.211
3366	2.438	0.15400000000000000	0.134
3367	2.771	-0.75	0.102
3368	2.579	-1.5860000000000000	0.051
3369	2.701	0.08299999999999970	0.102
3370	2.771	-1.876	0.064
3371	2.669	-1.32	0.096
3372	2.4	0.9330000000000000	0.102
3373	2.656	0.17500000000000000	0.179
3374	2.234	-1.374	0.0
3375	87.872	0.6899999999999980	0.154
3376	75.712	-3.9210000000000100	0.544
3377	92.326	1.6940000000000000	0.064
3378	53.574	8.436	17.434
3379	41.011	19.376000000000000	16.998
3380	51.398	11.925000000000000	23.027
3381	95.277	1.0660000000000000	0.013
3382	75.834	0.16400000000000100	14.477
3383	97.805	1.208999999999990	0.013
3384	1.44	13.116	0.416
3385	1.664	17.471	0.339
3386	1.453	16.939	0.403
3387	1.805	13.709	0.16
3388	1.766	4.937	0.16
3389	1.53	7.989	0.115
3390	2.298	31.337000000000000	1.574
3391	1.594	18.235	0.755
3392	4.333	41.937000000000000	3.123
3393	92.896	0.7849999999999970	0.0
3394	76.666	-3.756999999999990	2.106
3395	97.235	1.0620000000000000	0.013
3396	67.904	3.2220000000000100	37.946
3397	32.39	28.68	24.115
3398	67.974	3.6600000000000000	39.654
3399	96.742	0.9539999999999940	0.019
3400	67.322	9.813000000000000	30.477
3401	98.387	0.992999999999995	0.006
3402	64.589	-2.4990000000000000	0.397
3403	64.403	-2.8970000000000100	0.326
3404	66.061	-1.0400000000000100	0.429
3405	61.715	-4.487000000000000	0.282
3406	62.067	-4.641000000000000	0.198
3407	60.966	-4.645000000000000	0.429
3408	78.086	3.6260000000000000	0.186
3409	66.765	-1.3529999999999900	1.21
3410	78.355	4.419000000000000	0.243
3411	55.904	-6.226000000000010	3.226
3412	56.198	-5.925000000000000	2.445
3413	54.912	-5.302	4.397
3414	55.539	-5.460000000000000	4.403
3415	55.834	-5.543000000000010	3.84
3416	54.746	-5.230000000000000	5.312
3417	51.309	-1.0780000000000000	15.366
3418	50.688	-0.9149999999999990	17.107
3419	51.072	-1.189	16.218
3420	86.963	0.943000000000012	0.0
3421	75.405	-2.976000000000000	0.211
3422	92.858	2.1019999999999900	0.019
3423	66.394	-2.9850000000000100	10.054
3424	63.738	-1.209000000000000	14.842
3425	65.389	0.46000000000000800	21.459
3426	95.149	1.642000000000000	0.0
3427	73.082	-0.5099999999999910	6.278
3428	96.672	1.6850000000000000	0.013
3429	22.528	15.139000000000000	18.682
3430	22.419	14.796000000000000	19.366
3431	24.429	14.211000000000000	20.038
3432	22.464	15.998000000000000	18.56
3433	20.218	17.155000000000000	16.493
3434	22.118	16.011	18.118
3435	25.382	13.915000000000000	20.742
3436	26.541	13.928	21.203
3437	28.083	13.123000000000000	21.702
3438	13.408	20.035000000000000	12.083
3439	11.398	21.028000000000000	10.221
3440	12.717	21.354	11.546
3441	10.432	20.511000000000000	8.979
3442	11.002	20.099000000000000	9.171
3443	10.765	22.113	9.082
3444	13.594	20.675000000000000	12.672
3445	16.96	18.677	14.906
3446	15.642	19.848000000000000	13.984
3447	38.413	8.217000000000010	28.928
3448	39.296	7.597000000000000	29.734
3449	40.685	7.258000000000000	29.267
3450	35.962	9.400000000000000	29.082
3451	33.792	9.946000000000000	28.269
3452	34.899	10.026000000000000	27.981
3453	49.702	8.972000000000000	30.106
3454	44.205	6.915000000000000	32.422
3455	53.229	10.762	28.998
3456	80.96	-0.6989999999999980	0.0
3457	75.066	-3.3120000000000000	0.269
3458	87.29	1.5929999999999900	0.0
3459	67.373	-6.938000000000000	0.454
3460	67.648	-6.752999999999990	0.582
3461	65.472	-6.315000000000000	4.397
3462	92.998	0.9380000000000020	0.0
3463	77.216	-2.4259999999999900	4.602
3464	97.376	1.313999999999990	0.0
3465	59.091	-0.4510000000000010	28.922
3466	57.389	-0.47100000000000400	30.496
3467	59.501	-0.31799999999999800	29.664
3468	53.274	2.5320000000000000	34.477
3469	50.323	4.109000000000000	35.053
3470	54.752	1.5020000000000000	34.323
3471	63.002	0.8219999999999960	35.162
3472	61.549	0.9420000000000000	35.814
3473	63.482	0.40400000000000300	36.819
3474	91.226	0.597999999999999	0.0
3475	77.312	-3.465999999999990	2.157
3476	96.467	1.2120000000000000	0.0
3477	69.05	1.1090000000000100	29.562
3478	62.067	5.813000000000000	34.893
3479	70.682	2.057000000000000	35.078
3480	96.998	0.9089999999999920	0.0
3481	74.189	2.4890000000000000	22.688
3482	98.381	1.0630000000000000	0.0
3483	3.373	8.724	1.382
3484	3.251	7.723000000000000	1.306
3485	3.462	7.837	1.517
3486	3.654	11.123	1.83
3487	3.616	9.127	1.523
3488	3.584	7.822000000000000	1.574
3489	3.936	13.3	2.221
3490	4.013	12.933000000000000	2.202
3491	4.358	19.614	2.778
3492	3.123	6.303	1.21
3493	3.373	6.304000000000000	1.088
3494	3.315	8.654	1.402
3495	3.437	6.991000000000000	1.357
3496	3.36	6.307	1.094
3497	3.174	7.1080000000000000	1.286
3498	3.398	10.303	1.562
3499	3.392	7.976000000000000	1.203
3500	2.944	5.670000000000000	1.274
3501	30.086	45.563	7.981
3502	5.786	22.298000000000000	4.672
3503	31.27	47.066	7.078
3504	4.378	14.957	2.79
3505	4.365	14.018000000000000	3.283
3506	4.192	16.667	3.002
3507	54.656	31.961000000000000	7.693
3508	11.93	31.471000000000000	9.67
3509	61.773	26.780000000000000	6.995
3510	3.206	4.828000000000000	0.915
3511	3.405	5.218	1.018
3512	3.155	4.553000000000000	1.03
3513	3.341	6.238	1.178
3514	3.405	6.698	1.152
3515	3.29	5.489	1.12
3516	3.443	4.991	1.171
3517	3.437	4.4080000000000000	1.056
3518	3.302	4.062000000000000	0.794
3519	3.648	5.563000000000000	1.165
3520	3.494	3.946	0.966
3521	3.731	4.802	1.203
3522	3.43	4.4990000000000000	1.062
3523	3.181	3.7350000000000000	0.883
3524	3.571	4.068	1.05
3525	3.277	5.9270000000000000	0.96
3526	3.597	3.142	1.184
3527	3.43	4.942	1.018
3528	3.456	6.521000000000000	1.133
3529	3.622	8.768	1.28
3530	3.699	5.644	1.395
3531	3.2	5.9750000000000000	1.235
3532	3.174	7.360000000000000	1.235
3533	3.526	5.594000000000000	1.043
3534	3.104	7.36	1.158
3535	3.187	6.703000000000000	1.088
3536	2.995	6.113	0.954
3537	83.098	2.305000000000010	3.987
3538	54.579	6.008000000000000	28.877
3539	91.296	2.2069999999999900	1.517
3540	35.008	11.763000000000000	32.442
3541	36.294	9.831000000000000	34.963
3542	37.722	10.168	35.008
3543	94.048	1.4089999999999900	0.243
3544	65.613	3.9410000000000000	29.504
3545	96.346	1.5680000000000000	0.173
3546	21.043	18.818000000000000	23.802
3547	18.682	19.263	20.806
3548	20.032	18.582000000000000	22.842
3549	14.854	21.359	16.826
3550	12.998	19.006	15.264
3551	15.949	20.096000000000000	18.566
3552	21.946	18.376	24.768
3553	21.754	17.629	24.602
3554	24.947	16.01	28.173
3555	90.925	0.6430000000000010	0.077
3556	77.229	-1.5579999999999900	8.256
3557	96.41	1.3070000000000000	0.179
3558	59.859	2.1570000000000000	44.314
3559	56.723	3.031000000000000	45.984
3560	62.24	2.301000000000000	43.955
3561	95.936	0.9289999999999880	0.224
3562	71.405	4.432000000000000	35.245
3563	98.349	1.1019999999999900	0.077
3564	73.44	-1.8150000000000000	0.045
3565	71.296	-3.311000000000010	0.026
3566	77.53	0.8430000000000040	0.013
3567	65.101	-6.2110000000000000	0.141
3568	65.389	-6.141000000000000	0.224
3569	63.366	-6.244	0.326
3570	89.229	1.5360000000000000	0.0
3571	73.99	-2.2369999999999900	2.458
3572	92.992	2.2790000000000000	0.026
3573	57.997	-5.779000000000000	13.133
3574	57.376	-5.219000000000000	14.867
3575	57.606	-4.665000000000000	16.435
3576	54.918	-2.611000000000000	23.123
3577	54.816	-1.9480000000000000	25.338
3578	55.104	-2.5720000000000000	25.53
3579	60.115	-1.2760000000000000	28.499
3580	60.09	-1.2550000000000000	29.12
3581	60.89	-0.9200000000000020	30.106
3582	86.784	-0.04600000000000650	0.0
3583	76.621	-3.649000000000000	0.576
3584	94.266	1.3900000000000000	0.0
3585	68.499	-3.527000000000000	16.691
3586	65.203	0.22299999999999900	25.472
3587	70.528	0.12999999999999500	29.344
3588	94.771	0.929000000000002	0.0
3589	77.146	-1.5960000000000000	8.352
3590	98.31	1.0309999999999900	0.0
3591	54.918	1.2510000000000000	37.062
3592	54.605	0.6270000000000020	38.131
3593	55.52	1.787000000000000	36.698
3594	51.597	0.40800000000000100	40.365
3595	50.912	1.2270000000000000	43.008
3596	51.347	1.0990000000000000	41.242
3597	58.656	2.4270000000000000	35.584
3598	55.917	0.9189999999999970	38.906
3599	61.875	3.8700000000000000	34.054
3600	47.91	3.1070000000000100	45.478
3601	47.456	3.601000000000000	46.246
3602	47.462	3.784000000000000	46.592
3603	43.43	6.003	46.093
3604	42.374	6.920000000000000	44.666
3605	42.707	5.909000000000000	46.234
3606	49.862	2.6310000000000000	49.139
3607	47.93	3.135000000000000	48.493
3608	48.947	2.426000000000000	47.584
3609	69.92	3.6640000000000000	29.318
3610	60.499	0.8230000000000000	40.653
3611	87.974	3.5650000000000000	10.189
3612	56.717	1.4820000000000000	47.386
3613	55.584	2.1020000000000000	47.917
3614	57.645	1.2490000000000000	48.454
3615	94.746	1.281000000000010	1.19
3616	66.08	0.936000000000007	43.936
3617	97.485	1.5300000000000000	0.973
3618	83.878	-0.23199999999999900	0.0
3619	75.494	-3.4749999999999900	1.389
3620	90.163	1.5400000000000100	0.0
3621	67.142	-7.615000000000000	0.826
3622	67.731	-6.361000000000000	4.768
3623	66.464	-4.926000000000000	10.931
3624	92.858	0.6679999999999920	0.0
3625	78.24	-2.2449999999999900	6.944
3626	97.99	1.0930000000000000	0.0
3627	64.717	2.281000000000010	37.408
3628	62.669	1.9960000000000100	41.446
3629	65.504	1.8819999999999900	37.658
3630	56.723	6.104000000000000	47.45
3631	54.176	9.985	46.4
3632	56.992	5.356000000000000	49.37
3633	68.55	1.8460000000000000	39.936
3634	64.627	3.057000000000000	46.112
3635	68.979	1.507000000000010	41.126
3636	91.494	0.6530000000000060	0.0
3637	77.6	-2.691999999999990	5.805
3638	96.474	1.203000000000000	0.0
3639	70.797	3.7850000000000000	37.587
3640	61.139	11.42500000000000	47.674
3641	74.048	3.3259999999999900	40.403
3642	95.706	0.8999999999999920	0.0
3643	69.498	9.106000000000000	37.28
3644	98.406	0.9959999999999950	0.0
3645	55.866	-3.088000000000000	0.301
3646	55.539	-3.5350000000000000	0.243
3647	55.706	-2.683	0.256
3648	53.958	-4.564	0.23
3649	53.869	-4.436	0.192
3650	53.677	-4.766000000000000	0.314
3651	59.546	1.426000000000000	0.205
3652	57.005	-1.5110000000000000	0.742
3653	59.302	1.0770000000000000	0.102
3654	50.317	-7.157000000000000	0.333
3655	50.01	-6.882000000000000	0.288
3656	50.016	-7.378	0.237
3657	50.278	-7.32	0.326
3658	49.939	-7.463000000000000	0.39
3659	50.182	-7.418000000000000	0.23
3660	49.094	-7.040000000000000	0.659
3661	49.299	-6.996000000000000	0.653
3662	49.171	-7.018000000000000	0.71
3663	81.581	3.740000000000000	0.026
3664	70.163	-1.6390000000000000	0.186
3665	85.632	4.645000000000000	0.0
3666	59.898	-2.9410000000000000	2.835
3667	58.797	-2.9450000000000000	3.014
3668	58.778	0.06500000000000480	7.763
3669	89.485	4.193000000000000	0.013
3670	67.066	0.6439999999999910	3.514
3671	90.675	4.060000000000000	0.013
3672	46.867	-9.929000000000000	0.57
3673	46.573	-9.934000000000000	0.506
3674	46.707	-9.853000000000000	0.474
3675	46.707	-9.913000000000000	0.454
3676	46.925	-10.037000000000000	0.435
3677	46.81	-10.153000000000000	0.582
3678	46.048	-9.196000000000010	0.691
3679	46.163	-9.484000000000000	0.704
3680	46.189	-9.832	0.883
3681	46.771	-10.311	0.557
3682	46.483	-10.083000000000000	0.8
3683	46.637	-10.173000000000000	0.621
3684	46.746	-10.326	0.621
3685	46.931	-10.219000000000000	0.531
3686	46.726	-10.279000000000000	0.781
3687	45.965	-10.071000000000000	1.101
3688	45.978	-9.893	1.043
3689	46.374	-10.042000000000000	1.126
3690	46.17	-2.649000000000000	14.157
3691	45.702	-3.3430000000000000	13.792
3692	46.618	-2.0490000000000000	15.11
3693	44.717	-3.5080000000000000	13.798
3694	44.998	-3.4340000000000000	14.989
3695	45.318	-3.6020000000000000	14.778
3696	47.2	-1.4540000000000000	15.821
3697	46.368	-1.9510000000000000	17.453
3698	47.827	-0.7979999999999950	16.781
3699	79.84	-0.875	0.0
3700	74.682	-2.9680000000000000	0.154
3701	86.381	1.757000000000010	0.0
3702	66.317	-7.2309999999999900	0.237
3703	66.374	-7.496999999999990	0.378
3704	62.982	-8.507000000000000	0.704
3705	92.454	1.233000000000000	0.0
3706	76.544	-2.2369999999999900	4.467
3707	96.378	1.5930000000000000	0.0
3708	58.432	-6.155000000000000	16.634
3709	58.874	-6.462000000000000	15.104
3710	59.77	-3.9880000000000100	20.314
3711	56.262	-4.350000000000000	19.667
3712	55.68	-3.9170000000000000	20.506
3713	56.858	-3.976000000000000	21.197
3714	62.765	0.5580000000000000	31.558
3715	60.678	0.41100000000000100	31.309
3716	63.629	0.28300000000000100	32.755
3717	91.462	0.7069999999999940	0.0
3718	76.954	-3.5389999999999900	2.112
3719	96.326	1.2750000000000100	0.0
3720	68.672	0.3340000000000030	26.214
3721	64.877	2.098000000000000	27.091
3722	70.861	2.167999999999990	33.517
3723	97.274	0.9590000000000030	0.0
3724	77.382	-0.7199999999999990	15.642
3725	98.355	1.0380000000000000	0.0
3726	38.054	-5.421000000000000	19.84
3727	38.01	-5.824000000000000	19.936
3728	38.394	-5.545000000000000	19.866
3729	38.182	-5.528000000000000	19.795
3730	37.901	-5.444000000000000	20.115
3731	37.491	-5.949000000000000	19.251
3732	38.112	-5.308	19.942
3733	38.093	-5.049000000000010	20.16
3734	38.49	-4.567	20.166
3735	37.133	-6.273000000000000	19.386
3736	36.96	-5.458000000000000	20.698
3737	37.152	-5.778000000000000	20.429
3738	37.139	-5.776000000000000	20.781
3739	37.498	-6.253000000000000	20.275
3740	37.376	-5.687000000000000	21.216
3741	38.093	-5.264000000000000	21.222
3742	37.632	-5.1470000000000000	21.933
3743	38.131	-5.356000000000000	20.768
3744	45.338	3.8700000000000000	21.99
3745	42.003	0.036000000000001400	24.109
3746	44.307	3.1059999999999900	22.598
3747	40.467	-1.3910000000000000	24.448
3748	40.762	-1.5030000000000000	24.813
3749	40.992	-1.6609999999999900	24.89
3750	50.406	7.9410000000000000	20.237
3751	42.208	1.1240000000000000	24.166
3752	55.245	9.841000000000000	18.266
3753	36.096	-4.301000000000000	24.288
3754	36.083	-4.769000000000000	24.442
3755	36.435	-4.060000000000000	25.107
3756	35.853	-4.050000000000000	24.909
3757	35.616	-4.457000000000000	24.653
3758	35.744	-4.025000000000000	24.218
3759	36.851	-4.1470000000000000	24.275
3760	36.064	-4.274000000000000	24.352
3761	36.218	-4.417000000000010	24.8
3762	35.501	-3.459000000000000	25.818
3763	35.552	-3.684000000000000	25.28
3764	36.096	-3.5449999999999900	25.325
3765	34.918	-3.7990000000000000	24.461
3766	35.149	-3.7260000000000000	25.344
3767	35.347	-3.378	25.299
3768	35.494	-3.899000000000000	25.773
3769	35.782	-3.5830000000000000	25.952
3770	36.166	-3.0190000000000000	26.605
3771	37.414	-2.473000000000000	28.218
3772	37.402	-2.368000000000000	29.254
3773	37.171	-2.432000000000000	28.186
3774	36.954	-2.578000000000000	28.186
3775	37.869	-2.0870000000000000	29.21
3776	37.978	-2.3930000000000000	28.787
3777	38.195	-2.331000000000000	28.166
3778	37.766	-2.558	28.032
3779	37.626	-2.2420000000000000	28.992
3780	82.4	2.465999999999990	4.365
3781	56.454	3.2760000000000000	25.485
3782	89.747	2.7369999999999900	2.682
3783	48.57	0.5140000000000030	32.64
3784	49.248	0.5459999999999990	32.173
3785	49.19	1.3370000000000000	32.48
3786	93.875	1.5879999999999900	0.224
3787	64.026	3.484000000000010	26.368
3788	96.493	1.6620000000000100	0.122
3789	45.376	-0.012999999999998100	34.835
3790	44.755	0.12599999999999800	34.778
3791	45.197	-0.18700000000000500	35.782
3792	45.338	0.49100000000000000	35.52
3793	44.422	0.4650000000000030	35.802
3794	44.48	-0.269999999999996	35.418
3795	45.664	0.5589999999999980	36.333
3796	46.259	0.6559999999999990	36.742
3797	46.72	0.10500000000000400	36.493
3798	91.482	0.8100000000000020	0.09
3799	75.987	-1.066999999999990	9.382
3800	95.776	1.5120000000000000	0.026
3801	59.808	1.7650000000000000	39.29
3802	57.613	2.5830000000000000	39.085
3803	60.397	2.3400000000000000	39.648
3804	96.397	1.1059999999999900	0.077
3805	70.31	4.1059999999999900	32.992
3806	98.125	1.1940000000000000	0.096
3807	71.264	-2.3319999999999900	0.0
3808	70.259	-3.300000000000000	0.0
3809	74.362	-0.033999999999991800	0.0
3810	63.981	-6.494	0.0
3811	64.224	-6.156000000000010	0.058
3812	62.266	-6.681000000000000	0.141
3813	88.013	1.973000000000000	0.0
3814	72.922	-2.23899999999999	2.31
3815	91.648	2.5720000000000000	0.0
3816	57.024	-11.321000000000000	0.448
3817	56.864	-11.546	0.198
3818	56.582	-11.258000000000000	0.224
3819	57.146	-11.592000000000000	0.326
3820	57.082	-11.57	0.397
3821	56.09	-12.090000000000000	0.429
3822	60.518	-3.2490000000000000	21.101
3823	59.994	-3.088000000000000	22.125
3824	61.152	-2.3360000000000000	23.034
3825	86.323	-0.1419999999999960	0.0
3826	76.211	-3.536999999999990	0.474
3827	94.035	1.433000000000010	0.0
3828	69.888	-5.974000000000000	7.533
3829	68.275	-5.1340000000000100	10.803
3830	69.83	0.02400000000000090	27.443
3831	95.475	0.8880000000000050	0.0
3832	77.03	-2.206000000000000	6.662
3833	98.298	1.0410000000000000	0.0
3834	53.229	-4.057000000000000	23.693
3835	52.454	-5.678000000000000	21.837
3836	53.952	-4.016000000000000	23.61
3837	51.501	-5.405000000000000	23.846
3838	51.45	-4.9410000000000000	23.994
3839	52.16	-4.493000000000000	24.41
3840	57.299	0.36600000000000000	29.402
3841	55.872	-0.7019999999999980	30.739
3842	57.683	0.8810000000000000	29.888
3843	48.454	-0.20600000000000300	33.926
3844	48.531	-0.42799999999999700	33.478
3845	47.962	-0.5860000000000060	34.266
3846	46.822	1.7530000000000000	35.731
3847	46.477	1.9820000000000100	35.936
3848	46.842	0.9429999999999980	35.181
3849	50.061	0.7060000000000030	37.498
3850	49.594	0.3879999999999980	37.939
3851	49.702	0.5200000000000030	38.771
3852	66.317	2.977000000000000	30.31
3853	59.603	0.695999999999998	36.717
3854	80.563	4.244	17.658
3855	57.12	0.6840000000000050	39.942
3856	56.218	1.1650000000000000	40.832
3857	58.01	0.8350000000000010	39.936
3858	95.13	1.4940000000000000	1.37
3859	65.21	1.1690000000000100	41.011
3860	97.638	1.3930000000000000	0.928
3861	84.102	-0.1700000000000020	0.0
3862	75.878	-3.416000000000000	0.358
3863	90.227	1.5680000000000000	0.0
3864	65.83	-8.206000000000000	0.787
3865	66.982	-7.537000000000000	1.824
3866	62.675	-9.573	0.922
3867	92.352	0.6509999999999960	0.0
3868	78.605	-2.76700000000001	5.542
3869	97.882	1.0420000000000000	0.0
3870	63.814	-0.027999999999998700	29.683
3871	63.309	-0.2710000000000010	31.501
3872	64.96	0.7520000000000100	32.544
3873	57.242	3.844000000000000	39.955
3874	54.003	5.949000000000000	40.064
3875	59.194	3.2240000000000000	41.05
3876	67.706	1.3340000000000000	37.318
3877	65.203	2.414999999999990	41.6
3878	69.018	1.3810000000000000	38.867
3879	92.678	0.7139999999999990	0.0
3880	77.216	-3.2179999999999900	3.878
3881	96.89	1.2530000000000000	0.0
3882	71.75	2.9200000000000000	34.426
3883	62.08	7.201000000000010	39.578
3884	73.709	2.9110000000000000	37.856
3885	96.896	0.9009999999999960	0.0
3886	77.779	0.04600000000000650	20.41
3887	98.406	1.0069999999999900	0.0
3888	39.571	2.5970000000000000	26.451
3889	38.765	2.1070000000000000	26.534
3890	40.915	3.530000000000000	24.429
3891	37.357	0.5930000000000040	28.794
3892	37.293	1.2540000000000000	28.122
3893	37.338	1.1750000000000000	28.576
3894	52.563	8.899000000000000	15.078
3895	45.568	5.836000000000010	20.915
3896	51.853	8.894000000000000	15.578
3897	35.514	-0.44200000000000000	30.47
3898	34.56	0.24100000000000000	30.88
3899	34.541	-0.0009999999999976690	31.053
3900	34.822	0.1669999999999950	30.79
3901	35.315	-0.36999999999999700	31.136
3902	34.822	-0.03100000000000590	30.976
3903	35.565	0.3200000000000000	30.035
3904	34.618	0.3399999999999960	30.272
3905	35.11	0.13000000000000300	30.534
3906	82.445	5.525000000000010	0.845
3907	68.23	1.5759999999999900	5.062
3908	84.589	6.043000000000010	0.838
3909	46.272	4.288000000000000	24.909
3910	44.198	3.550000000000000	26.579
3911	45.312	5.082000000000000	25.248
3912	87.194	5.672000000000000	0.525
3913	64.109	4.881	14.861
3914	88.23	5.553000000000000	0.416
3915	33.306	0.07500000000000280	32.851
3916	33.626	-0.12999999999999500	33.158
3917	33.402	0.3999999999999990	33.229
3918	32.819	-0.18200000000000200	33.056
3919	33.094	0.001999999999995340	33.453
3920	33.664	-0.4270000000000000	33.875
3921	34.035	-0.14999999999999900	34.016
3922	34.438	0.3020000000000000	34.048
3923	33.818	-0.006000000000000230	33.504
3924	33.082	0.14000000000000100	34.202
3925	32.8	0.8680000000000020	34.227
3926	33.248	-0.4789999999999990	32.947
3927	33.581	0.44299999999999800	34.554
3928	32.762	-0.2700000000000030	34.272
3929	33.51	0.5330000000000010	34.778
3930	33.101	-0.15200000000000100	34.618
3931	32.883	0.35199999999999700	34.989
3932	32.922	0.10400000000000600	34.912
3933	35.526	0.590999999999994	34.374
3934	35.347	0.7179999999999960	35.11
3935	35.462	0.5019999999999950	34.406
3936	33.882	0.355000000000004	34.195
3937	35.558	0.8999999999999990	35.034
3938	35.104	0.2539999999999980	34.925
3939	35.808	0.9080000000000010	34.944
3940	35.302	0.5660000000000030	35.405
3941	34.925	0.4380000000000020	34.355
3942	83.616	0.3439999999999940	0.013
3943	76.237	-2.922000000000000	0.038
3944	89.133	1.9970000000000000	0.0
3945	62.054	-0.7749999999999990	15.814
3946	61.094	-0.027999999999998700	17.664
3947	60.454	1.0060000000000000	22.432
3948	93.299	1.536999999999990	0.0
3949	76.358	-1.1060000000000100	8.467
3950	96.557	1.6390000000000000	0.0
3951	46.259	2.0860000000000000	34.598
3952	46.49	1.8220000000000000	34.355
3953	47.123	2.3370000000000000	33.51
3954	45.472	1.419000000000000	35.686
3955	44.595	2.3430000000000000	35.955
3956	44.378	1.649000000000000	35.264
3957	48.192	2.753	35.04
3958	48.55	2.267000000000000	35.258
3959	50.413	2.754000000000010	35.475
3960	92.429	0.9209999999999920	0.0
