RuleSet	Average Value,	Connectedness	Chaos
1541	41.741	-15.961000000000000	0.109
1542	41.363	-16.013000000000000	0.269
1543	41.562	-15.744000000000000	0.23
1544	41.421	-15.940000000000000	0.262
1545	41.651	-15.278000000000000	0.326
1546	41.574	-15.169000000000000	0.122
1547	41.869	-15.417000000000000	0.275
1548	41.555	-15.739	0.352
1549	41.574	-15.868000000000000	0.352
1550	41.382	-15.765000000000000	0.192
1551	41.331	-15.915000000000000	0.243
1552	41.44	-15.952000000000000	0.25
1553	41.811	-15.965	0.288
1554	41.549	-15.740000000000000	0.243
1555	41.306	-15.849000000000000	0.173
1556	41.645	-15.784000000000000	0.237
1557	48.435	1.5400000000000000	11.078
1558	43.078	-5.325000000000000	11.334
1559	50.035	2.5390000000000000	11.533
1560	42.125	-7.183	10.848
1561	41.613	-7.727000000000000	10.618
1562	42.003	-6.813000000000000	12.544
1563	55.283	6.32	9.69
1564	44.627	-2.7440000000000000	13.984
1565	58.515	8.128	9.709
1566	42.17	-17.054000000000000	0.525
1567	42.029	-16.896000000000000	0.442
1568	42.093	-17.000000000000000	0.474
1569	42.227	-17.140000000000000	0.41
1570	42.298	-17.177000000000000	0.506
1571	42.304	-17.177000000000000	0.397
1572	41.754	-16.509000000000000	0.339
1573	41.965	-16.496000000000000	0.499
1574	41.382	-16.314000000000000	0.646
1575	42.182	-17.047	0.627
1576	42.259	-16.935	0.397
1577	42.624	-17.386000000000000	0.467
1578	42.31	-17.240000000000000	0.294
1579	42.272	-17.005	0.429
1580	42.106	-17.03	0.486
1581	42.31	-17.433000000000000	0.576
1582	42.112	-17.171000000000000	0.614
1583	42.381	-17.121	0.723
1584	40.902	-8.245000000000010	13.421
1585	40.262	-8.886	12.749
1586	40.198	-8.561	12.979
1587	39.974	-8.300000000000000	13.626
1588	40.166	-8.160999999999990	14.618
1589	40.32	-8.306000000000000	14.49
1590	40.838	-7.550000000000000	14.381
1591	40.23	-8.276000000000000	13.555
1592	40.352	-8.923000000000000	12.826
1593	83.053	1.8930000000000000	3.571
1594	59.194	2.206000000000000	23.13
1595	90.541	2.3330000000000000	1.235
1596	51.213	-0.10099999999999900	31.2
1597	50.714	-0.0009999999999976690	31.718
1598	50.63	0.047999999999994700	30.848
1599	93.766	1.536999999999990	0.179
1600	64.998	3.351000000000000	25.702
1601	96.512	1.6059999999999900	0.051
1602	48.186	-0.7879999999999970	32.992
1603	47.494	-1.2170000000000000	32.883
1604	47.866	-0.8560000000000020	32.819
1605	46.944	-0.669000000000004	32.896
1606	46.925	-0.7659999999999980	32.781
1607	46.886	-0.6450000000000030	33.997
1608	48.224	-0.11199999999999500	34.176
1609	48.525	-0.7519999999999950	34.637
1610	49.05	-0.5899999999999960	35.277
1611	91.258	0.7830000000000010	0.083
1612	76.384	-1.105000000000000	9.555
1613	95.84	1.3740000000000000	0.102
1614	60.71	1.5120000000000000	39.142
1615	58.406	2.0930000000000000	39.341
1616	62.426	1.831000000000000	40.742
1617	95.987	1.1230000000000000	0.077
1618	70.944	3.801000000000000	32.365
1619	98.234	1.1970000000000000	0.026
1620	71.142	-2.35799999999999	0.0
1621	69.197	-3.4180000000000100	0.0
1622	73.99	-0.18799999999998800	0.0
1623	63.827	-6.348000000000000	0.051
1624	63.962	-6.405000000000000	0.077
1625	62.259	-6.902000000000000	0.179
1626	87.955	1.8880000000000100	0.0
1627	72.832	-2.1969999999999900	2.131
1628	90.803	2.7250000000000100	0.0
1629	56.813	-11.519000000000000	0.211
1630	57.037	-11.518	0.186
1631	56.454	-11.585	0.198
1632	56.73	-12.128	0.621
1633	56.986	-11.622	0.403
1634	56.301	-12.344000000000000	0.243
1635	60.71	-3.2350000000000000	19.482
1636	60.531	-3.4440000000000000	20.602
1637	60.96	-2.7850000000000000	21.587
1638	86.086	-0.15399999999999600	0.0
1639	76.32	-3.6639999999999900	0.358
1640	93.946	1.3940000000000100	0.0
1641	69.805	-6.318000000000010	5.779
1642	69.056	-6.134	8.32
1643	69.517	-0.06499999999999770	28.422
1644	95.078	0.855000000000004	0.0
1645	76.973	-2.1610000000000000	5.882
1646	98.246	1.0160000000000100	0.0
1647	53.043	-10.685000000000000	12.634
1648	52.32	-11.846000000000000	11.533
1649	53.715	-7.592000000000010	16.864
1650	51.949	-12.821000000000000	11.322
1651	51.955	-12.923000000000000	10.88
1652	52.493	-10.935000000000000	13.382
1653	57.478	-0.17600000000000200	28.058
1654	56.832	-0.5300000000000010	29.965
1655	59.392	0.9450000000000000	28.416
1656	49.958	-7.127000000000000	21.491
1657	49.869	-5.9070000000000000	23.834
1658	50.08	-6.759	22.79
1659	47.789	-5.2520000000000000	24.346
1660	48.634	-5.9980000000000000	23.168
1661	48.819	-5.785000000000000	24.371
1662	52.224	-0.1699999999999950	35.968
1663	50.573	0.15899999999999900	36.883
1664	51.776	-0.10700000000000600	36.71
1665	67.014	2.6070000000000000	29.824
1666	60.634	0.24199999999999700	36.442
1667	80.762	4.2110000000000000	17.28
1668	58.336	1.074000000000000	39.36
1669	56.685	1.0359999999999900	39.757
1670	58.176	0.4899999999999950	39.853
1671	95.098	1.4570000000000100	1.331
1672	65.018	0.8310000000000030	40.422
1673	97.587	1.5219999999999900	0.749
1674	83.75	-0.20699999999999400	0.0
1675	75.59	-3.4400000000000000	0.538
1676	90.336	1.4270000000000100	0.0
1677	66.285	-8.133999999999990	0.499
1678	66.854	-7.431000000000000	2.573
1679	62.848	-9.281000000000000	1.146
1680	92.307	0.6020000000000040	0.0
1681	78.125	-2.8020000000000100	5.792
1682	97.67	1.1510000000000000	0.0
1683	63.834	0.7109999999999990	30.029
1684	62.381	-0.09900000000000380	31.021
1685	65.075	0.7519999999999950	31.552
1686	57.178	3.362000000000000	38.195
1687	54.733	5.893000000000000	39.45
1688	58.49	3.5760000000000000	41.427
1689	68.25	1.3649999999999900	36.467
1690	64.205	2.6170000000000000	41.389
1691	69.664	1.169000000000000	38.349
1692	92.416	0.632000000000005	0.0
1693	77.888	-3.091000000000010	4.218
1694	96.902	1.176000000000000	0.0
1695	71.149	2.889000000000000	34.643
1696	63.366	6.619	38.554
1697	73.024	2.8930000000000000	37.312
1698	97.101	0.9669999999999990	0.0
1699	77.229	-0.21299999999999400	19.725
1700	98.406	0.9399999999999980	0.0
1701	42.643	-4.880000000000000	13.146
1702	41.952	-5.615000000000000	14.048
1703	44.698	-4.009	11.59
1704	40.55	-9.243000000000000	14.317
1705	40.23	-8.519000000000000	15.174
1706	40.787	-7.943000000000000	16.019
1707	52.358	3.6300000000000000	7.091
1708	47.712	0.2629999999999980	10.778
1709	50.938	2.368000000000000	7.917
1710	39.635	-13.172000000000000	11.949
1711	39.469	-12.714000000000000	12.384
1712	40.083	-13.127000000000000	11.795
1713	39.13	-14.038000000000000	11.066
1714	40.147	-13.354	11.904
1715	39.968	-13.080000000000000	12.358
1716	39.808	-9.302	16.294
1717	40.038	-9.180000000000000	15.546
1718	39.91	-8.586000000000000	16.077
1719	78.72	6.814000000000010	0.397
1720	67.834	1.0039999999999900	2.656
1721	80.87	7.148000000000000	0.198
1722	49.037	2.1900000000000000	20.666
1723	46.477	2.480000000000000	22.502
1724	48.762	3.1950000000000000	22.163
1725	83.923	6.729000000000000	0.307
1726	63.725	4.662000000000000	12.826
1727	83.277	7.063999999999990	0.256
1728	39.187	-11.213000000000000	15.424
1729	38.432	-11.459000000000000	14.694
1730	38.778	-11.156000000000000	15.168
1731	38.515	-11.841000000000000	14.362
1732	38.957	-11.858	14.272
1733	38.79	-12.388000000000000	13.696
1734	38.682	-8.936000000000000	17.798
1735	38.726	-9.349	17.453
1736	39.398	-9.043000000000000	18.022
1737	38.579	-11.663	15.795
1738	39.04	-11.720000000000000	14.867
1739	38.509	-11.756	15.13
1740	38.528	-11.356000000000000	15.654
1741	37.664	-10.961000000000000	15.706
1742	38.125	-10.983	16.346
1743	38.419	-10.389000000000000	17.286
1744	38.016	-9.727000000000000	17.805
1745	38.253	-9.537000000000000	18.112
1746	38.925	-1.7640000000000000	28.538
1747	38.976	-1.3900000000000000	27.891
1748	39.053	-1.1740000000000000	28.474
1749	38.797	-1.1900000000000000	29.011
1750	39.142	-2.0430000000000100	27.866
1751	39.328	-1.1280000000000000	29.299
1752	40.083	-0.732999999999997	29.197
1753	39.955	-1.3220000000000000	29.152
1754	40.333	-0.9289999999999950	28.634
1755	82.317	0.22500000000000900	0.013
1756	75.891	-2.854000000000000	0.032
1757	88.691	2.057000000000000	0.0
1758	62.65	-1.2580000000000000	15.136
1759	61.158	-0.39800000000000300	18.272
1760	60.838	0.43900000000000000	22.214
1761	93.658	1.340999999999990	0.013
1762	76.787	-1.1970000000000000	7.546
1763	95.898	1.8450000000000000	0.0
1764	49.408	1.2850000000000000	32.006
1765	49.069	0.6849999999999950	32.461
1766	48.992	1.098000000000010	32.896
1767	47.398	0.4209999999999990	33.107
1768	47.418	0.7719999999999990	34.49
1769	47.245	0.6180000000000020	33.421
1770	51.936	2.1060000000000000	34.067
1771	51.2	1.8160000000000000	33.376
1772	52.128	2.1610000000000000	34.701
1773	91.949	0.8170000000000070	0.0
1774	77.536	-3.341000000000010	1.126
1775	96.39	1.3540000000000000	0.0
1776	65.971	2.432000000000000	32.403
1777	59.629	4.163000000000000	34.509
1778	67.917	2.5549999999999900	34.042
1779	97.338	1.058000000000010	0.0
1780	71.302	4.514999999999990	28.102
1781	98.253	1.1260000000000000	0.0
1782	35.034	0.22800000000000200	28.915
1783	34.464	0.4130000000000040	29.158
1784	35.859	-0.5030000000000000	27.949
1785	34.445	-0.4889999999999970	29.139
1786	34.726	-0.5570000000000020	28.614
1787	35.558	0.10799999999999700	29.082
1788	34.669	0.5420000000000020	28.742
1789	35.002	0.3819999999999980	29.837
1790	35.75	0.5480000000000020	30.47
1791	34.182	0.08099999999999600	29.261
1792	34.669	0.16600000000000400	29.856
1793	34.566	0.12899999999999800	29.453
1794	33.728	-0.6110000000000040	29.088
1795	34.054	-0.005000000000002560	29.197
1796	33.523	-0.04200000000000160	29.843
1797	35.034	-0.536999999999999	29.869
1798	34.605	-0.29999999999999700	29.459
1799	34.566	-0.03800000000000380	29.92
1800	36.512	1.9450000000000000	32.198
1801	36.864	1.686	33.03
1802	36.582	1.7990000000000000	32.902
1803	36.422	1.1000000000000000	32.8
1804	36.512	1.534000000000000	33.101
1805	35.866	0.8269999999999980	33.043
1806	37.216	2.3800000000000000	32.653
1807	36.928	1.841000000000000	33.485
1808	36.416	2.6610000000000000	33.178
1809	31.11	4.341000000000000	32.333
1810	31.398	4.296000000000000	33.082
1811	30.278	4.07	31.872
1812	31.296	4.463000000000000	32.448
1813	29.958	5.422000000000000	32.813
1814	30.803	4.295000000000000	32.762
1815	32.307	4.121000000000000	32.992
1816	31.13	4.080000000000000	33.062
1817	32.435	3.7480000000000000	32.653
1818	28.762	6.268000000000000	32.115
1819	29.19	6.394000000000000	33.478
1820	28.653	6.3870000000000000	33.626
1821	28.678	5.647000000000000	32.634
1822	28.934	7.291	34.342
1823	29.914	6.893000000000000	33.12
1824	29.722	6.521000000000000	35.194
1825	29.491	6.509	34.605
1826	29.894	5.840000000000000	32.858
1827	32.922	3.3360000000000100	35.718
1828	33.939	3.7350000000000000	36.218
1829	33.888	3.6170000000000000	35.11
1830	33.139	3.7620000000000000	36.973
1831	32.397	3.8260000000000000	36.314
1832	34.067	3.2990000000000000	36.09
1833	33.414	2.683	36.378
1834	33.869	3.4280000000000000	37.235
1835	33.901	3.797000000000000	37.798
1836	42.675	4.650000000000010	37.427
1837	40.557	1.9710000000000000	38.573
1838	45.459	5.7039999999999900	35.552
1839	39.533	1.0290000000000000	39.571
1840	39.187	1.7200000000000000	39.283
1841	39.341	1.3560000000000000	39.802
1842	56.166	10.563000000000000	29.222
1843	41.587	2.956000000000000	38.003
1844	60.608	12.353000000000000	26.259
1845	38.112	1.4530000000000000	40.685
1846	38.554	1.0870000000000000	40.826
1847	37.754	1.2040000000000000	41.517
1848	37.869	1.0130000000000000	39.827
1849	37.824	0.6430000000000010	40.749
1850	37.792	1.0250000000000000	41.024
1851	38.445	0.892000000000003	41.606
1852	38.522	1.061	41.978
1853	39.002	0.9139999999999940	40.704
1854	91.315	2.3910000000000100	3.654
1855	53.434	5.1370000000000000	36.294
1856	95.514	2.034000000000010	1.939
1857	42.323	1.6530000000000000	44.122
1858	42.157	1.7630000000000100	44.192
1859	42.374	2.047000000000000	44.032
1860	96.762	1.4719999999999900	0.416
1861	63.021	5.560999999999990	38.573
1862	97.722	1.5090000000000000	0.314
1863	73.338	-1.1639999999999900	0.768
1864	71.93	-2.5390000000000000	0.563
1865	77.504	1.1070000000000000	0.557
1866	65.037	-3.450000000000000	6.214
1867	64.166	-3.1130000000000000	7.923
1868	60.794	-1.334000000000000	15.91
1869	89.216	2.004000000000010	0.179
1870	74.342	-1.5770000000000000	3.174
1871	92.205	2.520000000000000	0.128
1872	50.694	-0.8340000000000030	33.158
1873	50.861	-0.857999999999997	33.773
1874	50.714	-0.7530000000000000	32.454
1875	50.208	-0.6909999999999950	35.411
1876	48.653	-0.4369999999999980	35.174
1877	50.387	-0.8170000000000000	35.027
1878	53.197	0.11600000000000000	35.098
1879	53.581	-0.1280000000000000	34.918
1880	53.805	0.3269999999999980	34.694
1881	88.006	0.3079999999999930	0.013
1882	77.107	-3.3120000000000000	0.352
1883	94.003	1.4320000000000000	0.026
1884	66.483	-0.22299999999999900	27.078
1885	62.464	1.1170000000000000	31.328
1886	66.739	1.0989999999999900	31.123
1887	95.738	1.0110000000000000	0.0
1888	73.658	1.5220000000000100	20.928
1889	98.15	1.1439999999999900	0.0
1890	47.942	0.9799999999999970	40.339
1891	46.528	1.1770000000000000	40.928
1892	46.752	1.3860000000000000	40.998
1893	46.189	0.6989999999999980	41.338
1894	46.886	0.7749999999999990	40.858
1895	46.003	0.7139999999999990	41.581
1896	48.147	1.5760000000000000	41.69
1897	48.173	1.3870000000000000	41.69
1898	48.691	1.4719999999999900	41.965
1899	43.898	2.084000000000000	44.122
1900	43.898	2.426000000000000	44.506
1901	44.25	2.196000000000000	44.518
1902	43.136	3.593999999999990	44.122
1903	42.176	3.317	44.698
1904	42.893	3.5220000000000000	45.542
1905	45.67	1.939	45.542
1906	44.461	2.223000000000000	46.381
1907	45.37	1.689	45.722
1908	53.792	1.9500000000000000	42.925
1909	52.294	1.4340000000000000	44.934
1910	55.091	2.460000000000000	43.29
1911	51.258	0.6149999999999950	47.667
1912	49.984	0.786999999999999	47.712
1913	50.061	0.857999999999997	48.051
1914	80.294	5.417000000000000	20.627
1915	55.232	1.429000000000000	47.424
1916	92.614	2.9940000000000000	7.859
1917	81.44	-0.7120000000000030	0.083
1918	75.302	-3.4010000000000100	0.326
1919	87.718	1.6730000000000000	0.064
1920	67.942	-4.24499999999999	9.779
1921	66.637	-3.459000000000000	12.096
1922	66.029	-1.017000000000000	25.581
1923	92.608	0.7669999999999960	0.038
1924	78.387	-1.4710000000000000	9.306
1925	97.581	1.1700000000000000	0.0
1926	60.781	1.0670000000000000	40.448
1927	59.245	0.8720000000000000	42.534
1928	61.184	1.1970000000000000	41.35
1929	54.707	2.9540000000000000	45.754
1930	53.971	4.005000000000000	46.739
1931	56.538	2.6310000000000000	46.842
1932	63.994	1.2580000000000000	42.95
1933	62.707	1.240000000000000	45.581
1934	65.843	0.8619999999999950	43.04
1935	89.619	0.26300000000000500	0.013
1936	78.266	-3.2590000000000000	2.259
1937	96.141	1.2050000000000000	0.0
1938	69.485	2.041000000000000	37.728
1939	63.693	5.1710000000000100	42.4
1940	70.688	2.593999999999990	41.19
1941	95.469	0.8990000000000010	0.0
1942	70.97	6.367000000000000	34.08
1943	98.406	1.0230000000000000	0.0
1944	65.741	-2.8940000000000000	0.0
1945	64.275	-3.7250000000000100	0.0
1946	67.533	-0.9749999999999940	0.0
1947	60.294	-6.028000000000000	0.0
1948	59.962	-6.449000000000010	0.0
1949	59.552	-6.305	0.128
1950	77.946	3.236000000000000	0.0
1951	68.096	-1.8060000000000000	1.478
1952	80.698	4.035000000000010	0.0
1953	53.414	-10.242000000000000	0.102
1954	54.029	-9.866000000000010	0.115
1955	53.504	-9.696000000000000	0.077
1956	53.843	-10.652000000000000	0.224
1957	54.208	-10.423000000000000	0.294
1958	53.696	-10.527000000000000	0.23
1959	51.616	-9.280000000000000	0.717
1960	51.565	-9.740000000000000	0.851
1961	51.942	-9.145000000000000	0.986
1962	85.786	0.15200000000000100	0.0
1963	75.846	-3.3710000000000100	0.378
1964	92.851	1.7590000000000000	0.0
1965	66.81	-5.773000000000000	4.557
1966	66.182	-6.185000000000000	5.696
1967	66.944	-0.2540000000000050	20.301
1968	95.008	1.2000000000000000	0.0
1969	74.579	-1.6660000000000000	6.854
1970	97.83	1.2390000000000000	0.0
1971	49.331	-15.399000000000000	0.371
1972	49.318	-15.398000000000000	0.422
1973	49.235	-15.415	0.346
1974	49.229	-15.436	0.378
1975	49.427	-15.535000000000000	0.486
1976	49.35	-15.509	0.397
1977	49.901	-10.318000000000000	6.054
1978	49.498	-11.006	5.094
1979	50.88	-9.127000000000000	6.95
1980	49.024	-15.703000000000000	3.501
1981	49.178	-15.333000000000000	3.994
1982	49.21	-15.989000000000000	2.598
1983	49.702	-14.769000000000000	5.427
1984	49.971	-14.640000000000000	4.89
1985	49.139	-14.345000000000000	6.323
1986	49.946	-11.283000000000000	11.245
1987	50.502	-10.046	13.594
1988	50.266	-10.568000000000000	11.258
1989	58.861	0.38400000000000000	29.114
1990	56.896	-0.6240000000000020	29.696
1991	60.538	1.5870000000000000	28.307
1992	54.989	-0.7389999999999970	33.536
1993	55.251	-0.8260000000000010	33.581
1994	55.142	-0.9460000000000050	33.574
1995	86.925	3.9130000000000000	9.894
1996	60.365	0.8810000000000000	35.194
1997	94.413	2.5090000000000000	4.48
1998	79.347	-1.1310000000000000	0.0
1999	73.709	-3.753	0.141
2000	84.986	1.3900000000000000	0.0
2001	66.547	-7.698	0.397
2002	67.11	-7.386000000000000	0.595
2003	63.104	-9.067	0.55
2004	92.16	0.75	0.0
2005	76.838	-2.667999999999990	5.67
2006	97.402	1.289999999999990	0.0
2007	60.326	-7.245000000000000	15.034
2008	59.085	-9.020000000000000	12.627
2009	60.659	-4.553000000000000	21.107
2010	57.651	-3.3870000000000000	25.549
2011	56.109	-2.892000000000000	26.253
2012	58.496	-2.5330000000000000	28.576
2013	64.96	0.37000000000000500	34.413
2014	63.904	0.615000000000002	36.493
2015	66.086	0.5409999999999970	35.872
2016	88.749	0.2580000000000100	0.0
2017	77.6	-3.496000000000000	2.342
2018	95.526	1.2630000000000100	0.0
2019	69.696	-0.6439999999999910	25.421
2020	66.298	-0.695999999999998	25.856
2021	71.904	1.7990000000000100	35.078
2022	95.686	0.8449999999999990	0.0
2023	79.021	-1.281000000000010	14.701
2024	98.406	0.9529999999999890	0.0
2025	52.89	-1.4910000000000000	19.462
2026	49.958	-5.9440000000000000	18.81
2027	55.635	1.402000000000000	18.925
2028	48.166	-12.633000000000000	13.35
2029	48.179	-13.538000000000000	11.968
2030	48.262	-11.251000000000000	14.893
2031	75.693	5.989000000000000	6.419
2032	55.226	1.9520000000000000	25.088
2033	78.464	5.714000000000000	4.39
2034	48.992	-6.394000000000000	23.008
2035	48.493	-8.296	21.613
2036	48.902	-6.007000000000000	23.386
2037	45.568	-4.910000000000000	26.81
2038	45.446	-3.8870000000000000	28.384
2039	46.253	-4.792000000000000	27.501
2040	49.888	0.16199999999999900	33.178
2041	49.261	-0.7370000000000020	33.44
2042	49.248	-0.06499999999999770	33.395
2043	89.933	1.4960000000000000	0.109
2044	66.976	1.4749999999999900	20.896
2045	94.374	2.0650000000000000	0.115
2046	54.867	0.7420000000000040	34.63
2047	54.502	0.806999999999995	35.034
2048	55.885	1.0620000000000000	35.104
2049	95.366	1.9030000000000100	0.013
2050	67.168	3.036999999999990	30.202
2051	96.672	1.9310000000000000	0.013
2052	46.797	2.959000000000000	37.722
2053	46.31	2.014000000000000	37.786
2054	47.808	3.5390000000000000	39.398
2055	46.266	4.5	41.107
2056	45.05	5.731000000000000	42.707
2057	46.49	4.298000000000000	41.939
2058	48.602	4.358000000000000	40.909
2059	47.238	3.436	40.902
2060	48.288	4.007000000000010	40.685
2061	43.149	7.976000000000000	46.01
2062	41.843	8.708000000000000	46.061
2063	41.229	7.830000000000000	46.496
2064	39.002	11.289000000000000	47.763
2065	39.021	12.558	46.266
2066	39.258	11.115000000000000	46.221
2067	43.488	6.865000000000000	47.802
2068	46.112	8.149000000000000	48.474
2069	42.765	7.1640000000000000	47.942
2070	50.816	4.044000000000000	44.826
2071	49.402	3.652000000000000	45.933
2072	50.784	4.241	45.338
2073	49.107	3.415000000000000	47.494
2074	47.891	4.616	49.101
2075	49.043	3.577000000000000	47.514
2076	50.445	3.317	45.85
2077	51.277	2.7250000000000000	47.866
2078	51.104	3.932000000000000	46.022
2079	83.04	0.49499999999999000	0.979
2080	68.461	0.7180000000000040	18.131
2081	89.632	1.9610000000000000	0.845
2082	57.312	0.6679999999999990	37.696
2083	57.478	0.35900000000000200	38.112
2084	58.029	0.5499999999999970	37.696
2085	92.992	1.297000000000000	0.09
2086	72.0	1.7480000000000000	25.555
2087	96.038	1.625	0.141
2088	54.982	2.3160000000000000	44.339
2089	55.123	2.0900000000000000	44.915
2090	55.302	1.7000000000000000	43.942
2091	51.75	4.686	49.35
2092	50.65	4.706000000000000	48.128
2093	51.84	4.766000000000000	49.856
2094	55.974	1.6240000000000000	47.533
2095	55.437	1.2850000000000000	47.955
2096	55.891	1.3390000000000000	47.597
2097	89.171	0.3129999999999880	0.122
2098	77.69	-1.9430000000000000	5.958
2099	95.302	1.3199999999999900	0.141
2100	64.947	0.9539999999999940	41.632
2101	63.29	1.7760000000000000	44.781
2102	66.138	1.1640000000000000	43.117
2103	95.072	0.8960000000000010	0.096
2104	72.09	3.2299999999999900	36.32
2105	98.323	1.041000000000010	0.077
2106	78.848	-0.6700000000000020	0.0
2107	71.674	-4.138000000000010	0.0
2108	83.93	1.556999999999990	0.0
2109	62.528	-7.707000000000000	0.07
2110	64.141	-7.412000000000010	0.653
2111	61.459	-7.929000000000000	0.205
2112	90.714	0.9170000000000020	0.0
2113	75.469	-2.8249999999999900	3.091
2114	96.141	1.6210000000000000	0.0
2115	56.006	-12.782000000000000	0.557
2116	56.064	-12.898000000000000	1.395
2117	55.782	-12.911000000000000	0.538
2118	58.112	-5.606000000000000	20.045
2119	56.122	-9.192	12.205
2120	60.358	-4.151999999999990	22.662
2121	62.797	-1.5760000000000000	25.914
2122	62.029	-0.9130000000000040	29.683
2123	63.571	-1.4199999999999900	26.97
2124	87.123	-0.13500000000000500	0.0
2125	76.55	-3.9280000000000000	0.768
2126	94.394	1.3189999999999900	0.0
2127	69.696	-6.161000000000000	7.52
2128	69.402	-5.432000000000000	10.918
2129	70.803	0.6009999999999990	31.482
2130	93.76	0.6409999999999910	0.0
2131	78.31	-2.345000000000000	7.078
2132	98.317	1.0500000000000100	0.0
2133	62.49	1.6290000000000000	27.238
2134	57.133	-6.023000000000000	20.806
2135	64.154	2.879000000000010	27.008
2136	57.722	0.5289999999999960	34.093
2137	55.334	4.419000000000000	40.87
2138	56.864	-0.2189999999999940	33.472
2139	72.96	4.101000000000010	24.224
2140	60.25	1.561	36.262
2141	77.504	5.1370000000000000	18.701
2142	56.717	6.521000000000000	45.894
2143	58.259	7.712000000000000	48.73
2144	56.32	6.227000000000000	46.349
2145	48.55	11.844000000000000	52.941
2146	44.474	13.75	53.626
2147	52.435	10.048000000000000	52.595
2148	58.547	5.471000000000000	48.211
2149	57.677	6.727000000000000	50.938
2150	58.618	4.402000000000000	47.616
2151	80.557	3.2380000000000000	15.776
2152	63.533	1.1640000000000000	38.598
2153	94.464	1.9660000000000100	2.163
2154	61.146	3.402000000000000	46.579
2155	57.133	7.108000000000000	51.104
2156	62.01	3.1040000000000100	47.034
2157	94.803	1.2920000000000000	0.998
2158	67.686	1.3519999999999900	41.485
2159	97.728	1.4030000000000100	0.704
2160	90.259	0.625	0.0
2161	76.358	-3.2080000000000000	3.104
2162	94.483	1.5159999999999900	0.0
2163	64.781	-8.710000000000010	1.76
2164	65.222	-4.593999999999990	14.573
2165	62.432	-9.230000000000000	2.675
2166	93.434	0.7909999999999970	0.0
2167	78.995	-2.152000000000000	8.992
2168	98.189	1.0520000000000100	0.0
2169	68.71	2.710000000000010	32.147
2170	66.861	5.368000000000000	42.726
2171	70.093	2.996000000000000	33.696
2172	63.181	7.440000000000000	49.939
2173	53.946	13.915000000000000	54.515
2174	65.03	7.6300000000000000	50.982
2175	70.861	2.6769999999999900	37.261
2176	66.278	5.643999999999990	47.546
2177	72.019	2.270000000000000	38.912
2178	95.802	0.9019999999999870	0.0
2179	75.04	-2.6030000000000100	9.773
2180	97.965	1.0489999999999900	0.0
2181	73.971	4.428000000000000	36.634
2182	61.971	13.668	52.666
2183	76.461	3.108000000000000	37.702
2184	97.843	0.9759999999999990	0.0
2185	75.558	2.23599999999999	29.568
2186	98.406	0.9599999999999940	0.0
2187	46.112	4.572000000000000	0.0
2188	46.944	3.8130000000000000	0.0
2189	47.642	4.267000000000000	0.0
2190	45.498	1.9080000000000000	0.0
2191	45.754	1.5480000000000000	0.0
2192	45.6	1.774000000000000	0.026
2193	47.974	6.573	0.0
2194	47.174	5.724000000000000	0.23
2195	50.899	7.208000000000000	0.0
2196	39.546	0.911999999999999	0.0
2197	39.29	1.0830000000000000	0.0
2198	39.968	0.9589999999999960	0.0
2199	37.843	2.122	0.0
2200	38.035	2.166000000000000	0.0
2201	38.861	0.720000000000006	0.0
2202	38.854	1.2460000000000000	0.166
2203	38.842	1.3970000000000000	0.198
2204	38.848	1.0660000000000000	0.25
2205	58.656	11.513000000000000	0.0
2206	53.92	6.831000000000000	0.09
2207	58.931	13.670000000000000	0.0
2208	47.827	3.9880000000000000	0.928
2209	45.485	4.327000000000000	1.056
2210	46.541	5.018000000000000	2.285
2211	61.76	15.002000000000000	0.0
2212	52.499	7.890000000000000	1.69
2213	62.547	14.907000000000000	0.0
2214	24.243	7.845000000000000	0.0
2215	24.582	7.096	0.0
2216	23.994	7.801000000000000	0.0
2217	24.973	7.222000000000000	0.0
2218	25.12	6.9560000000000000	0.0
2219	25.178	6.749000000000000	0.0
2220	24.326	8.442	0.0
2221	23.923	8.481000000000010	0.0
2222	23.994	8.111000000000000	0.0
2223	19.52	9.914000000000000	0.0
2224	18.131	10.522000000000000	0.0
2225	18.259	10.277000000000000	0.0
2226	18.182	9.784000000000000	0.0
2227	17.594	10.293	0.0
2228	18.4	9.978000000000000	0.0
2229	20.826	8.937000000000000	0.013
2230	21.21	9.18	0.013
2231	19.981	10.176000000000000	0.013
2232	21.645	9.912000000000000	0.179
2233	22.445	9.11	0.179
2234	21.197	10.412000000000000	0.23
2235	21.888	9.914000000000000	0.205
2236	21.818	9.991	0.243
2237	21.824	9.844000000000000	0.179
2238	20.736	11.316000000000000	0.262
2239	20.454	11.136	0.205
2240	19.987	11.665000000000000	0.39
2241	72.806	6.63000000000001	0.013
2242	68.787	0.8559999999999950	0.006
2243	78.496	7.574000000000000	0.006
2244	60.486	-3.1530000000000000	0.282
2245	59.808	-2.946000000000000	0.448
2246	59.322	-4.862000000000000	0.87
2247	82.291	8.101000000000000	0.0
2248	70.387	1.7020000000000000	3.149
2249	86.534	7.3489999999999900	0.013
2250	47.091	3.0860000000000000	7.155
2251	45.99	3.784000000000000	7.181
2252	46.938	5.150000000000000	11.091
2253	36.077	8.350000000000000	2.061
2254	34.899	9.058	1.83
2255	35.859	8.983000000000000	2.592
2256	46.509	9.585	16.429
2257	41.005	11.492000000000000	12.698
2258	49.523	9.325999999999990	18.182
